session_id,user_id,session_approved,session_deleted,session_created,session_duration_mins,upload_from_phone,user_status,subscription_start,subscription_end
1152,16,1,1,24-Oct-22,50.4877,0,Churned,04-Sep-22,04-Dec-22
1153,16,1,1,24-Oct-22,54.0087,0,Churned,04-Sep-22,04-Dec-22
1154,16,1,1,24-Oct-22,65.195,0,Churned,04-Sep-22,04-Dec-22
1155,16,1,1,24-Oct-22,51.371,0,Churned,04-Sep-22,04-Dec-22
1156,16,1,1,24-Oct-22,64.4905,0,Churned,04-Sep-22,04-Dec-22
1157,16,1,1,24-Oct-22,55.2263,0,Churned,04-Sep-22,04-Dec-22
1158,16,1,1,24-Oct-22,61.1132,0,Churned,04-Sep-22,04-Dec-22
1159,17,1,0,24-Oct-22,65.6058,0,Active,18-Sep-22,18-Apr-23
1160,17,1,0,24-Oct-22,45.0107,0,Active,18-Sep-22,18-Apr-23
1161,17,1,0,24-Oct-22,49.8382,0,Active,18-Sep-22,18-Apr-23
1162,17,1,0,24-Oct-22,49.4875,0,Active,18-Sep-22,18-Apr-23
1163,17,1,0,24-Oct-22,44.6662,0,Active,18-Sep-22,18-Apr-23
1164,17,1,0,24-Oct-22,36.8825,0,Active,18-Sep-22,18-Apr-23
1165,17,1,0,24-Oct-22,51.9875,0,Active,18-Sep-22,18-Apr-23
1166,17,1,0,24-Oct-22,46.9748,0,Active,18-Sep-22,18-Apr-23
1167,17,1,0,24-Oct-22,60.6112,0,Active,18-Sep-22,18-Apr-23
1168,17,1,0,24-Oct-22,46.9248,0,Active,18-Sep-22,18-Apr-23
1169,17,1,0,24-Oct-22,57.1375,0,Active,18-Sep-22,18-Apr-23
1170,17,1,0,24-Oct-22,56.7377,0,Active,18-Sep-22,18-Apr-23
1171,17,1,0,24-Oct-22,60.5293,0,Active,18-Sep-22,18-Apr-23
1172,17,1,0,24-Oct-22,52.9098,0,Active,18-Sep-22,18-Apr-23
1173,17,1,0,24-Oct-22,50.0433,0,Active,18-Sep-22,18-Apr-23
1174,23,0,0,24-Oct-22,0.2967,0,Churned,28-Sep-22,12-Nov-22
1175,23,0,0,24-Oct-22,4.2583,0,Churned,28-Sep-22,12-Nov-22
1176,23,0,0,24-Oct-22,0.7672,0,Churned,28-Sep-22,12-Nov-22
1177,23,0,0,24-Oct-22,8.4003,0,Churned,28-Sep-22,12-Nov-22
1178,23,0,0,24-Oct-22,0.3282,0,Churned,28-Sep-22,12-Nov-22
1179,28,1,1,24-Oct-22,63.1525,0,Active,21-Nov-22,24-Apr-23
1180,28,1,1,24-Oct-22,35.8778,0,Active,21-Nov-22,24-Apr-23
1181,28,1,1,24-Oct-22,63.2043,0,Active,21-Nov-22,24-Apr-23
1182,30,1,0,24-Oct-22,45.1273,0,Active,19-Oct-22,19-Apr-23
1183,30,1,0,24-Oct-22,26.514,0,Active,19-Oct-22,19-Apr-23
1184,30,1,0,24-Oct-22,22.7218,0,Active,19-Oct-22,19-Apr-23
1185,30,1,0,24-Oct-22,34.4303,0,Active,19-Oct-22,19-Apr-23
1186,33,1,0,24-Oct-22,47.1673,0,Churned,26-Oct-22,26-Jan-23
1187,6,1,0,25-Oct-22,75.8562,0,Churned,02-Sep-22,02-Feb-23
1188,6,1,0,25-Oct-22,54.6227,0,Churned,02-Sep-22,02-Feb-23
1189,6,1,0,25-Oct-22,47.7718,0,Churned,02-Sep-22,02-Feb-23
1190,6,1,0,25-Oct-22,62.7742,0,Churned,02-Sep-22,02-Feb-23
1191,9,1,1,25-Oct-22,56.8203,0,Active,29-Jul-22,29-Apr-23
1192,12,1,0,25-Oct-22,44.9178,0,Active,07-Sep-22,07-May-23
1193,12,1,0,25-Oct-22,53.9417,0,Active,07-Sep-22,07-May-23
1194,12,1,0,25-Oct-22,43.5802,0,Active,07-Sep-22,07-May-23
1195,12,1,0,25-Oct-22,46.4958,0,Active,07-Sep-22,07-May-23
1196,13,1,0,25-Oct-22,58.155,0,Churned,25-Oct-22,25-Dec-22
1197,14,1,0,25-Oct-22,35.172,0,Churned,06-Sep-22,06-Mar-23
1198,14,1,0,25-Oct-22,51.7125,0,Churned,06-Sep-22,06-Mar-23
1199,23,0,0,25-Oct-22,21.2178,0,Churned,28-Sep-22,12-Nov-22
1200,23,0,0,25-Oct-22,1.0668,0,Churned,28-Sep-22,12-Nov-22
1201,23,0,0,25-Oct-22,0.8355,0,Churned,28-Sep-22,12-Nov-22
1202,27,1,0,25-Oct-22,38.0442,0,Churned,14-Oct-22,14-Nov-22
1203,28,1,1,25-Oct-22,105.0722,0,Active,21-Nov-22,24-Apr-23
1204,28,1,1,25-Oct-22,69.0942,0,Active,21-Nov-22,24-Apr-23
1205,28,1,1,25-Oct-22,63.4602,0,Active,21-Nov-22,24-Apr-23
1206,28,1,1,25-Oct-22,62.339,0,Active,21-Nov-22,24-Apr-23
1207,30,1,0,25-Oct-22,80.8125,0,Active,19-Oct-22,19-Apr-23
1208,30,1,0,25-Oct-22,54.1645,0,Active,19-Oct-22,19-Apr-23
1209,30,1,0,25-Oct-22,35.9198,0,Active,19-Oct-22,19-Apr-23
1210,34,1,0,25-Oct-22,5.3737,0,Churned,27-Oct-22,27-Jan-23
1211,1,0,1,26-Oct-22,63.8635,0,Active,23-Jul-22,23-Apr-23
1212,1,1,0,26-Oct-22,69.4295,0,Active,23-Jul-22,23-Apr-23
1213,5,1,0,26-Oct-22,60.6648,0,Active,07-Aug-22,07-Apr-23
1214,5,1,0,26-Oct-22,56.2585,0,Active,07-Aug-22,07-Apr-23
1215,5,1,0,26-Oct-22,54.0217,0,Active,07-Aug-22,07-Apr-23
1216,5,1,0,26-Oct-22,57.3805,0,Active,07-Aug-22,07-Apr-23
1217,6,1,0,26-Oct-22,57.2348,0,Churned,02-Sep-22,02-Feb-23
1218,6,1,0,26-Oct-22,56.0822,0,Churned,02-Sep-22,02-Feb-23
1219,9,1,1,26-Oct-22,50.6085,0,Active,29-Jul-22,29-Apr-23
1220,12,1,0,26-Oct-22,51.343,0,Active,07-Sep-22,07-May-23
1221,12,1,0,26-Oct-22,41.2815,0,Active,07-Sep-22,07-May-23
1222,12,1,0,26-Oct-22,52.3488,0,Active,07-Sep-22,07-May-23
1223,14,1,0,26-Oct-22,51.7125,0,Churned,06-Sep-22,06-Mar-23
1224,14,1,0,26-Oct-22,51.7125,0,Churned,06-Sep-22,06-Mar-23
1225,14,1,0,26-Oct-22,54.241,0,Churned,06-Sep-22,06-Mar-23
1226,14,1,0,26-Oct-22,62.4015,0,Churned,06-Sep-22,06-Mar-23
1227,16,1,1,26-Oct-22,0.3092,0,Churned,04-Sep-22,04-Dec-22
1228,16,1,1,26-Oct-22,46.9132,0,Churned,04-Sep-22,04-Dec-22
1229,16,1,1,26-Oct-22,62.515,0,Churned,04-Sep-22,04-Dec-22
1230,16,1,1,26-Oct-22,70.7657,0,Churned,04-Sep-22,04-Dec-22
1231,16,1,1,26-Oct-22,62.0765,0,Churned,04-Sep-22,04-Dec-22
1232,16,1,1,26-Oct-22,11.9703,0,Churned,04-Sep-22,04-Dec-22
1233,16,1,1,26-Oct-22,60.4465,0,Churned,04-Sep-22,04-Dec-22
1234,23,0,0,26-Oct-22,45.3058,0,Churned,28-Sep-22,12-Nov-22
1235,23,0,0,26-Oct-22,41.2193,0,Churned,28-Sep-22,12-Nov-22
1236,27,1,0,26-Oct-22,51.1355,0,Churned,14-Oct-22,14-Nov-22
1237,28,1,1,26-Oct-22,65.0658,0,Active,21-Nov-22,24-Apr-23
1238,28,1,1,26-Oct-22,63.66,0,Active,21-Nov-22,24-Apr-23
1239,30,1,0,26-Oct-22,27.0617,0,Active,19-Oct-22,19-Apr-23
1240,30,1,0,26-Oct-22,43.812,0,Active,19-Oct-22,19-Apr-23
1241,30,1,0,26-Oct-22,45.6107,0,Active,19-Oct-22,19-Apr-23
1242,33,1,0,26-Oct-22,68.9845,0,Churned,26-Oct-22,26-Jan-23
1243,33,1,0,26-Oct-22,49.2158,0,Churned,26-Oct-22,26-Jan-23
1244,33,1,0,26-Oct-22,62.9923,0,Churned,26-Oct-22,26-Jan-23
1245,33,1,0,26-Oct-22,56.1415,0,Churned,26-Oct-22,26-Jan-23
1246,33,1,0,26-Oct-22,39.2335,0,Churned,26-Oct-22,26-Jan-23
1247,35,1,0,26-Oct-22,55.2165,0,Active,27-Oct-22,27-Apr-23
1248,35,1,0,26-Oct-22,51.7657,0,Active,27-Oct-22,27-Apr-23
1249,35,1,0,26-Oct-22,60,0,Active,27-Oct-22,27-Apr-23
1250,35,1,0,26-Oct-22,49.3973,0,Active,27-Oct-22,27-Apr-23
1251,2,1,0,27-Oct-22,61.2347,0,Active,28-Oct-22,28-Apr-23
1252,5,1,0,27-Oct-22,65.3055,0,Active,07-Aug-22,07-Apr-23
1253,5,1,0,27-Oct-22,58.8888,0,Active,07-Aug-22,07-Apr-23
1254,12,1,0,27-Oct-22,54.6928,0,Active,07-Sep-22,07-May-23
1255,12,1,0,27-Oct-22,44.1108,0,Active,07-Sep-22,07-May-23
1256,12,1,0,27-Oct-22,50.74,0,Active,07-Sep-22,07-May-23
1257,13,0,0,27-Oct-22,89.5272,0,Churned,25-Oct-22,25-Dec-22
1258,14,1,0,27-Oct-22,50.489,0,Churned,06-Sep-22,06-Mar-23
1259,14,1,0,27-Oct-22,54.5912,0,Churned,06-Sep-22,06-Mar-23
1260,14,1,0,27-Oct-22,54.6945,0,Churned,06-Sep-22,06-Mar-23
1261,16,1,1,27-Oct-22,54.0143,0,Churned,04-Sep-22,04-Dec-22
1262,16,1,1,27-Oct-22,73.764,0,Churned,04-Sep-22,04-Dec-22
1263,16,1,1,27-Oct-22,65.6673,0,Churned,04-Sep-22,04-Dec-22
1264,16,1,1,27-Oct-22,56.1933,0,Churned,04-Sep-22,04-Dec-22
1265,16,1,1,27-Oct-22,62.117,0,Churned,04-Sep-22,04-Dec-22
1266,16,1,1,27-Oct-22,54.7618,0,Churned,04-Sep-22,04-Dec-22
1267,17,1,0,27-Oct-22,71.8758,0,Active,18-Sep-22,18-Apr-23
1268,17,1,1,27-Oct-22,48.248,0,Active,18-Sep-22,18-Apr-23
1269,17,1,0,27-Oct-22,80.8907,0,Active,18-Sep-22,18-Apr-23
1270,17,1,1,27-Oct-22,58.3063,0,Active,18-Sep-22,18-Apr-23
1271,17,1,0,27-Oct-22,34.404,0,Active,18-Sep-22,18-Apr-23
1272,17,1,0,27-Oct-22,56.3937,0,Active,18-Sep-22,18-Apr-23
1273,17,1,0,27-Oct-22,75.7318,0,Active,18-Sep-22,18-Apr-23
1274,17,1,0,27-Oct-22,55.512,0,Active,18-Sep-22,18-Apr-23
1275,17,1,0,27-Oct-22,76.288,0,Active,18-Sep-22,18-Apr-23
1276,17,1,0,27-Oct-22,61.6273,0,Active,18-Sep-22,18-Apr-23
1277,17,1,0,27-Oct-22,57.9742,0,Active,18-Sep-22,18-Apr-23
1278,17,1,0,27-Oct-22,65.658,0,Active,18-Sep-22,18-Apr-23
1279,17,1,1,27-Oct-22,54.7078,0,Active,18-Sep-22,18-Apr-23
1280,17,1,0,27-Oct-22,63.3578,0,Active,18-Sep-22,18-Apr-23
1281,17,1,0,27-Oct-22,56.9832,0,Active,18-Sep-22,18-Apr-23
1282,17,1,0,27-Oct-22,62.021,0,Active,18-Sep-22,18-Apr-23
1283,17,1,0,27-Oct-22,74.367,0,Active,18-Sep-22,18-Apr-23
1284,17,1,0,27-Oct-22,55.5988,0,Active,18-Sep-22,18-Apr-23
1285,17,1,0,27-Oct-22,58.3772,0,Active,18-Sep-22,18-Apr-23
1286,17,1,0,27-Oct-22,65.515,0,Active,18-Sep-22,18-Apr-23
1287,17,1,0,27-Oct-22,64.4267,0,Active,18-Sep-22,18-Apr-23
1288,17,1,0,27-Oct-22,7.1005,0,Active,18-Sep-22,18-Apr-23
1289,17,1,0,27-Oct-22,57.6165,0,Active,18-Sep-22,18-Apr-23
1290,17,1,0,27-Oct-22,59.8788,0,Active,18-Sep-22,18-Apr-23
1291,17,1,0,27-Oct-22,36.6543,0,Active,18-Sep-22,18-Apr-23
1292,17,1,0,27-Oct-22,14.0183,0,Active,18-Sep-22,18-Apr-23
1293,17,1,0,27-Oct-22,57.3238,0,Active,18-Sep-22,18-Apr-23
1294,17,1,0,27-Oct-22,56.638,0,Active,18-Sep-22,18-Apr-23
1295,17,1,0,27-Oct-22,61.95,0,Active,18-Sep-22,18-Apr-23
1296,17,1,0,27-Oct-22,61.7203,0,Active,18-Sep-22,18-Apr-23
1297,17,1,0,27-Oct-22,47.4183,0,Active,18-Sep-22,18-Apr-23
1298,17,1,0,27-Oct-22,82.3097,0,Active,18-Sep-22,18-Apr-23
1299,17,1,0,27-Oct-22,54.8605,0,Active,18-Sep-22,18-Apr-23
1300,17,1,0,27-Oct-22,60.4518,0,Active,18-Sep-22,18-Apr-23
1301,17,1,0,27-Oct-22,57.3898,0,Active,18-Sep-22,18-Apr-23
1302,17,1,0,27-Oct-22,51.8497,0,Active,18-Sep-22,18-Apr-23
1303,17,1,0,27-Oct-22,74.1355,0,Active,18-Sep-22,18-Apr-23
1304,17,1,0,27-Oct-22,52.759,0,Active,18-Sep-22,18-Apr-23
1305,17,1,0,27-Oct-22,66.2902,0,Active,18-Sep-22,18-Apr-23
1306,17,1,0,27-Oct-22,51.4992,0,Active,18-Sep-22,18-Apr-23
1307,17,1,0,27-Oct-22,52.0547,0,Active,18-Sep-22,18-Apr-23
1308,17,1,0,27-Oct-22,69.283,0,Active,18-Sep-22,18-Apr-23
1309,17,1,0,27-Oct-22,70.876,0,Active,18-Sep-22,18-Apr-23
1310,17,1,0,27-Oct-22,57.9492,0,Active,18-Sep-22,18-Apr-23
1311,17,1,0,27-Oct-22,74.5583,0,Active,18-Sep-22,18-Apr-23
1312,17,1,0,27-Oct-22,56.9797,0,Active,18-Sep-22,18-Apr-23
1313,17,1,0,27-Oct-22,57.1013,0,Active,18-Sep-22,18-Apr-23
1314,17,1,0,27-Oct-22,60.0693,0,Active,18-Sep-22,18-Apr-23
1315,17,1,0,27-Oct-22,64.2252,0,Active,18-Sep-22,18-Apr-23
1316,17,1,0,27-Oct-22,66.1298,0,Active,18-Sep-22,18-Apr-23
1317,17,1,0,27-Oct-22,63.4552,0,Active,18-Sep-22,18-Apr-23
1318,23,0,0,27-Oct-22,1.2422,0,Churned,28-Sep-22,12-Nov-22
1319,25,1,1,27-Oct-22,50.96,0,Active,02-Sep-22,02-May-23
1320,25,1,1,27-Oct-22,15.542,0,Active,02-Sep-22,02-May-23
1321,25,1,1,27-Oct-22,47.1528,0,Active,02-Sep-22,02-May-23
1322,25,1,1,27-Oct-22,50.0528,0,Active,02-Sep-22,02-May-23
1323,25,1,1,27-Oct-22,44.1312,0,Active,02-Sep-22,02-May-23
1324,27,1,0,27-Oct-22,48.842,0,Churned,14-Oct-22,14-Nov-22
1325,28,1,1,27-Oct-22,17.6238,0,Active,21-Nov-22,24-Apr-23
1326,28,1,1,27-Oct-22,39.8545,0,Active,21-Nov-22,24-Apr-23
1327,28,1,1,27-Oct-22,23.5163,0,Active,21-Nov-22,24-Apr-23
1328,28,1,1,27-Oct-22,20.7693,0,Active,21-Nov-22,24-Apr-23
1329,28,1,1,27-Oct-22,73.9602,0,Active,21-Nov-22,24-Apr-23
1330,29,1,0,27-Oct-22,53.198,0,Churned,18-Oct-22,18-Feb-23
1331,29,1,0,27-Oct-22,35.2213,0,Churned,18-Oct-22,18-Feb-23
1332,29,1,0,27-Oct-22,95.3937,0,Churned,18-Oct-22,18-Feb-23
1333,29,1,0,27-Oct-22,43.5767,0,Churned,18-Oct-22,18-Feb-23
1334,29,1,0,27-Oct-22,47.1805,0,Churned,18-Oct-22,18-Feb-23
1335,29,1,0,27-Oct-22,59.083,0,Churned,18-Oct-22,18-Feb-23
1336,30,1,0,27-Oct-22,19.3328,0,Active,19-Oct-22,19-Apr-23
1337,34,1,0,27-Oct-22,125.71,0,Churned,27-Oct-22,27-Jan-23
1338,34,1,0,27-Oct-22,81.3607,0,Churned,27-Oct-22,27-Jan-23
1339,34,1,0,27-Oct-22,125.71,0,Churned,27-Oct-22,27-Jan-23
1340,35,1,0,27-Oct-22,54.3978,0,Active,27-Oct-22,27-Apr-23
1341,35,1,0,27-Oct-22,49.8563,0,Active,27-Oct-22,27-Apr-23
1342,35,1,0,27-Oct-22,55.0695,0,Active,27-Oct-22,27-Apr-23
1343,35,1,0,27-Oct-22,51.6725,0,Active,27-Oct-22,27-Apr-23
1344,35,1,0,27-Oct-22,53.3073,0,Active,27-Oct-22,27-Apr-23
1345,2,1,0,28-Oct-22,62.8335,0,Active,28-Oct-22,28-Apr-23
1346,2,1,0,28-Oct-22,57.4312,0,Active,28-Oct-22,28-Apr-23
1347,2,1,0,28-Oct-22,55.9048,0,Active,28-Oct-22,28-Apr-23
1348,2,1,0,28-Oct-22,64.0498,0,Active,28-Oct-22,28-Apr-23
1349,8,0,0,28-Oct-22,35.3263,0,Active,07-Oct-22,07-Apr-23
1350,9,1,1,28-Oct-22,55.6635,0,Active,29-Jul-22,29-Apr-23
1351,9,1,1,28-Oct-22,55.5918,0,Active,29-Jul-22,29-Apr-23
1352,9,1,1,28-Oct-22,54,0,Active,29-Jul-22,29-Apr-23
1353,9,1,1,28-Oct-22,49.3413,0,Active,29-Jul-22,29-Apr-23
1354,19,1,0,28-Oct-22,49.7515,0,Churned,15-Oct-22,15-Dec-22
1355,19,1,0,28-Oct-22,48.6258,0,Churned,15-Oct-22,15-Dec-22
1356,20,1,0,28-Oct-22,49.1493,0,Churned,01-Oct-22,01-Dec-22
1357,25,1,1,28-Oct-22,50.6458,0,Active,02-Sep-22,02-May-23
1358,25,1,1,28-Oct-22,47.286,0,Active,02-Sep-22,02-May-23
1359,25,1,1,28-Oct-22,52.1052,0,Active,02-Sep-22,02-May-23
1360,25,1,1,28-Oct-22,50.738,0,Active,02-Sep-22,02-May-23
1361,26,1,0,28-Oct-22,55.5752,0,Churned,17-Oct-22,17-Nov-22
1362,26,1,0,28-Oct-22,57.9655,0,Churned,17-Oct-22,17-Nov-22
1363,26,1,0,28-Oct-22,52.9753,0,Churned,17-Oct-22,17-Nov-22
1364,30,1,0,28-Oct-22,12.9922,0,Active,19-Oct-22,19-Apr-23
1365,30,1,0,28-Oct-22,7.3888,0,Active,19-Oct-22,19-Apr-23
1366,33,1,0,28-Oct-22,57.1758,0,Churned,26-Oct-22,26-Jan-23
1367,33,1,0,28-Oct-22,70.3142,0,Churned,26-Oct-22,26-Jan-23
1368,33,1,0,28-Oct-22,65.6587,0,Churned,26-Oct-22,26-Jan-23
1369,33,1,0,28-Oct-22,53.4013,0,Churned,26-Oct-22,26-Jan-23
1370,33,1,0,28-Oct-22,57.064,0,Churned,26-Oct-22,26-Jan-23
1371,33,1,0,28-Oct-22,46.4817,0,Churned,26-Oct-22,26-Jan-23
1372,36,1,0,28-Oct-22,60,0,Active,05-Nov-22,05-May-23
1373,36,1,0,28-Oct-22,48.8795,0,Active,05-Nov-22,05-May-23
1374,36,1,0,28-Oct-22,48.8795,0,Active,05-Nov-22,05-May-23
1375,12,1,0,29-Oct-22,44.0643,0,Active,07-Sep-22,07-May-23
1376,21,0,0,29-Oct-22,50.934,0,Active,15-Sep-22,15-Apr-23
1377,27,1,0,29-Oct-22,61.9883,0,Churned,14-Oct-22,14-Nov-22
1378,27,1,0,29-Oct-22,65.9573,0,Churned,14-Oct-22,14-Nov-22
1379,29,1,0,29-Oct-22,46.9043,0,Churned,18-Oct-22,18-Feb-23
1380,29,1,0,29-Oct-22,68.911,0,Churned,18-Oct-22,18-Feb-23
1381,29,1,0,29-Oct-22,88.3822,0,Churned,18-Oct-22,18-Feb-23
1382,35,1,0,29-Oct-22,50.7275,0,Active,27-Oct-22,27-Apr-23
1383,35,1,0,29-Oct-22,51.8243,0,Active,27-Oct-22,27-Apr-23
1384,35,1,0,29-Oct-22,50.5443,0,Active,27-Oct-22,27-Apr-23
1385,36,1,0,29-Oct-22,59.2247,0,Active,05-Nov-22,05-May-23
1386,27,1,0,30-Oct-22,68.4622,0,Churned,14-Oct-22,14-Nov-22
1387,27,1,0,30-Oct-22,38.7257,0,Churned,14-Oct-22,14-Nov-22
1388,27,1,0,30-Oct-22,66.3488,0,Churned,14-Oct-22,14-Nov-22
1389,27,1,0,30-Oct-22,11.2603,0,Churned,14-Oct-22,14-Nov-22
1390,1,0,1,31-Oct-22,55.1257,0,Active,23-Jul-22,23-Apr-23
1391,1,1,0,31-Oct-22,44.1858,0,Active,23-Jul-22,23-Apr-23
1392,1,1,0,31-Oct-22,47.366,0,Active,23-Jul-22,23-Apr-23
1393,1,1,0,31-Oct-22,59.62,0,Active,23-Jul-22,23-Apr-23
1394,1,0,1,31-Oct-22,51.5207,0,Active,23-Jul-22,23-Apr-23
1395,5,1,0,31-Oct-22,61.1443,0,Active,07-Aug-22,07-Apr-23
1396,5,1,0,31-Oct-22,64.6967,0,Active,07-Aug-22,07-Apr-23
1397,6,1,0,31-Oct-22,50.3255,0,Churned,02-Sep-22,02-Feb-23
1398,6,1,0,31-Oct-22,56.5142,0,Churned,02-Sep-22,02-Feb-23
1399,6,1,0,31-Oct-22,53.9585,0,Churned,02-Sep-22,02-Feb-23
1400,6,1,0,31-Oct-22,59.224,0,Churned,02-Sep-22,02-Feb-23
1401,6,1,0,31-Oct-22,46.6793,0,Churned,02-Sep-22,02-Feb-23
1402,6,1,0,31-Oct-22,48.475,0,Churned,02-Sep-22,02-Feb-23
1403,6,1,0,31-Oct-22,57.423,0,Churned,02-Sep-22,02-Feb-23
1404,12,1,0,31-Oct-22,53.4283,0,Active,07-Sep-22,07-May-23
1405,12,1,0,31-Oct-22,51.0213,0,Active,07-Sep-22,07-May-23
1406,12,1,0,31-Oct-22,45.8752,0,Active,07-Sep-22,07-May-23
1407,12,1,0,31-Oct-22,56.1217,0,Active,07-Sep-22,07-May-23
1408,14,1,0,31-Oct-22,47.7193,0,Churned,06-Sep-22,06-Mar-23
1409,14,1,0,31-Oct-22,18.8782,0,Churned,06-Sep-22,06-Mar-23
1410,14,1,0,31-Oct-22,57.3778,0,Churned,06-Sep-22,06-Mar-23
1411,14,1,0,31-Oct-22,50.6572,0,Churned,06-Sep-22,06-Mar-23
1412,16,1,1,31-Oct-22,52.0962,0,Churned,04-Sep-22,04-Dec-22
1413,16,1,1,31-Oct-22,48.1958,0,Churned,04-Sep-22,04-Dec-22
1414,16,1,1,31-Oct-22,57.3457,0,Churned,04-Sep-22,04-Dec-22
1415,16,1,1,31-Oct-22,60.5493,0,Churned,04-Sep-22,04-Dec-22
1416,25,1,1,31-Oct-22,48.8948,0,Active,02-Sep-22,02-May-23
1417,25,1,1,31-Oct-22,50.3832,0,Active,02-Sep-22,02-May-23
1418,25,1,1,31-Oct-22,51.8978,0,Active,02-Sep-22,02-May-23
1419,25,1,1,31-Oct-22,47.0963,0,Active,02-Sep-22,02-May-23
1420,28,1,1,31-Oct-22,61.3007,0,Active,21-Nov-22,24-Apr-23
1421,28,1,1,31-Oct-22,69.7135,0,Active,21-Nov-22,24-Apr-23
1422,28,1,1,31-Oct-22,56.6118,0,Active,21-Nov-22,24-Apr-23
1423,29,1,0,31-Oct-22,52.8392,0,Churned,18-Oct-22,18-Feb-23
1424,29,1,0,31-Oct-22,27.8607,0,Churned,18-Oct-22,18-Feb-23
1425,29,1,0,31-Oct-22,52.6398,0,Churned,18-Oct-22,18-Feb-23
1426,29,1,0,31-Oct-22,62.3263,0,Churned,18-Oct-22,18-Feb-23
1427,30,1,0,31-Oct-22,25.1415,0,Active,19-Oct-22,19-Apr-23
1428,1,0,1,01-Nov-22,50.835,0,Active,23-Jul-22,23-Apr-23
1429,1,0,1,01-Nov-22,58,0,Active,23-Jul-22,23-Apr-23
1430,1,0,1,01-Nov-22,57.125,0,Active,23-Jul-22,23-Apr-23
1431,1,0,1,01-Nov-22,56.5602,0,Active,23-Jul-22,23-Apr-23
1432,1,0,1,01-Nov-22,44.1423,0,Active,23-Jul-22,23-Apr-23
1433,1,0,1,01-Nov-22,56.61,0,Active,23-Jul-22,23-Apr-23
1434,2,1,0,01-Nov-22,58.4868,0,Active,28-Oct-22,28-Apr-23
1435,6,1,0,01-Nov-22,50.572,0,Churned,02-Sep-22,02-Feb-23
1436,6,1,0,01-Nov-22,44.0005,0,Churned,02-Sep-22,02-Feb-23
1437,6,1,0,01-Nov-22,45.9438,0,Churned,02-Sep-22,02-Feb-23
1438,6,1,0,01-Nov-22,35.4127,0,Churned,02-Sep-22,02-Feb-23
1439,6,1,0,01-Nov-22,45.629,0,Churned,02-Sep-22,02-Feb-23
1440,12,1,0,01-Nov-22,56.1217,0,Active,07-Sep-22,07-May-23
1441,12,1,0,01-Nov-22,37.498,0,Active,07-Sep-22,07-May-23
1442,14,1,0,01-Nov-22,55.1488,0,Churned,06-Sep-22,06-Mar-23
1443,14,1,0,01-Nov-22,53.825,0,Churned,06-Sep-22,06-Mar-23
1444,16,1,1,01-Nov-22,87.9182,0,Churned,04-Sep-22,04-Dec-22
1445,16,1,1,01-Nov-22,58.3415,0,Churned,04-Sep-22,04-Dec-22
1446,16,1,1,01-Nov-22,69.5603,0,Churned,04-Sep-22,04-Dec-22
1447,16,1,1,01-Nov-22,63.4125,0,Churned,04-Sep-22,04-Dec-22
1448,16,1,1,01-Nov-22,55.6793,0,Churned,04-Sep-22,04-Dec-22
1449,16,1,1,01-Nov-22,78.8587,0,Churned,04-Sep-22,04-Dec-22
1450,16,1,1,01-Nov-22,52.1722,0,Churned,04-Sep-22,04-Dec-22
1451,16,1,1,01-Nov-22,57.8028,0,Churned,04-Sep-22,04-Dec-22
1452,16,1,1,01-Nov-22,65.098,0,Churned,04-Sep-22,04-Dec-22
1453,16,1,1,01-Nov-22,30.4023,0,Churned,04-Sep-22,04-Dec-22
1454,16,1,1,01-Nov-22,51.837,0,Churned,04-Sep-22,04-Dec-22
1455,16,1,1,01-Nov-22,79.3735,0,Churned,04-Sep-22,04-Dec-22
1456,16,1,1,01-Nov-22,67.5285,0,Churned,04-Sep-22,04-Dec-22
1457,16,1,1,01-Nov-22,103.5632,0,Churned,04-Sep-22,04-Dec-22
1458,16,1,1,01-Nov-22,67.164,0,Churned,04-Sep-22,04-Dec-22
1459,16,1,1,01-Nov-22,74.0373,0,Churned,04-Sep-22,04-Dec-22
1460,16,1,1,01-Nov-22,130.9213,0,Churned,04-Sep-22,04-Dec-22
1461,16,1,1,01-Nov-22,16.6012,0,Churned,04-Sep-22,04-Dec-22
1462,16,1,1,01-Nov-22,56.7353,0,Churned,04-Sep-22,04-Dec-22
1463,16,1,1,01-Nov-22,79.7432,0,Churned,04-Sep-22,04-Dec-22
1464,16,1,1,01-Nov-22,37.2515,0,Churned,04-Sep-22,04-Dec-22
1465,16,1,1,01-Nov-22,67.2168,0,Churned,04-Sep-22,04-Dec-22
1466,16,1,1,01-Nov-22,75.8708,0,Churned,04-Sep-22,04-Dec-22
1467,16,1,1,01-Nov-22,53.1747,0,Churned,04-Sep-22,04-Dec-22
1468,16,1,1,01-Nov-22,51.7442,0,Churned,04-Sep-22,04-Dec-22
1469,16,1,1,01-Nov-22,59.7935,0,Churned,04-Sep-22,04-Dec-22
1470,16,1,1,01-Nov-22,51.9825,0,Churned,04-Sep-22,04-Dec-22
1471,16,1,1,01-Nov-22,41.5523,0,Churned,04-Sep-22,04-Dec-22
1472,16,1,1,01-Nov-22,83.5745,0,Churned,04-Sep-22,04-Dec-22
1473,16,1,1,01-Nov-22,64.449,0,Churned,04-Sep-22,04-Dec-22
1474,16,1,1,01-Nov-22,46.7073,0,Churned,04-Sep-22,04-Dec-22
1475,16,1,1,01-Nov-22,74.0765,0,Churned,04-Sep-22,04-Dec-22
